649606698542,2017-06-16T00:05:00.525Z,21858120818,92197093935
940302094040,2017-06-15T12:09:55.167Z,875623534830,69236463974
624187772880,2017-06-16T06:44:57.141Z,368128568238,57822395172
442459742005,2017-06-15T10:46:09.623Z,567989560877,31832329863
-425541327536,2017-06-15T12:55:31.968Z,530625305124,44306226294
-425541327536,2017-06-15T13:52:33.426Z,909246750610,85026332826
-425541327536,2017-06-15T19:57:23.234Z,515927221021,23637316165
-364676714549,2017-06-16T06:47:46.758Z,538688464809,17516314987
311491846692,2017-06-15T17:31:40.664Z,377435366079,97491693228
-308740788563,2017-06-15T09:37:44.642Z,740004125681,45850251608
-308740788563,2017-06-16T03:55:34.238Z,43526334446,96353352873
-30667574700,2017-06-15T18:36:57.723Z,714823573135,23031362196
-902951234110,2017-06-15T08:56:52.132Z,892056062128,9717660039
-481583574346,2017-06-16T03:56:30.464Z,183098517034,10860842711
-268601204515,2017-06-15T14:32:49.302Z,608801557620,65243008932
-259723850229,2017-06-16T05:28:56.899Z,122980413784,35926871180
-558567181991,2017-06-15T21:35:01.171Z,800190843944,50217504442
166470747065,2017-06-16T06:15:32.919Z,15679990530,97734269421
-423070265871,2017-06-15T15:43:05.292Z,341757987415,10670673829
-870430778193,2017-06-15T10:39:45.136Z,55644031605,71172528427
-870430778193,2017-06-15T15:19:30.166Z,442742814040,61944223321
-870430778193,2017-06-15T19:33:33.191Z,280055976564,44001438711
-26080701088,2017-06-15T18:13:11.234Z,982910543273,33764872527
-541546734679,2017-06-15T20:27:23.882Z,808655773924,24583866372
-819462201540,2017-06-15T18:41:14.887Z,549146076854,71776522135
787568309305,2017-06-16T05:54:16.097Z,939911657303,66398872367
-830693878104,2017-06-16T05:35:04.657Z,768149157571,68121985652
-151523131585,2017-06-15T15:25:15.908Z,815361951244,8224780594
-151523131585,2017-06-15T15:43:48.404Z,313878520219,64536319822
528233543783,2017-06-15T22:50:29.844Z,978916397089,35008719146
528233543783,2017-06-15T23:27:59.92Z,441256366734,20648474651
528233543783,2017-06-16T02:04:32.245Z,218879806635,64389970105
-431732752440,2017-06-16T01:15:30.018Z,824474636,81471158211
69039614634,2017-06-15T10:05:08.365Z,551059160475,35174243928
69039614634,2017-06-15T13:59:00.465Z,30140138745,29019649534
53459634394,2017-06-15T12:44:24.572Z,609464854939,4612324321
